price,predicted_price_lm,predicted_price_gbdt
954,977.0830069346575,962.9155826107846
929,912.3976969017459,919.9872539655603
8042,5227.179161263678,6033.577192436581
8983,7857.547975345046,7747.948297641636
1436,1297.5188116556665,1368.9573490166226
1450,1444.3018050376957,1640.7061627176952
8015,5337.632347365435,5476.480480521058
755,922.470797508779,919.9872539655603
2317,1952.9477829586367,1920.4165920580888
17475,15935.526628606325,15363.187272198724
3243,3231.2470684858813,3148.8929843875417
2005,1412.8462216158534,1592.7784685988775
2934,2741.5538492591722,2777.8438534846123
3601,3772.507080453691,3903.765777017914
843,728.2527107947443,799.0492428613333
743,940.6878669539833,940.3488176109779
738,767.1964692810353,806.7514706062711
1629,1462.7480346784623,1638.9337349302486
4793,4035.9192170361903,4024.554107004624
11560,11799.532746833158,11139.323004279488
3054,3624.0323394032407,3894.766234099634
835,880.1500055166299,849.5289210505892
11562,10088.384217306098,10810.90710349033
1332,1453.6333482718126,1594.4865567788725
1819,1851.172703117628,1920.4165920580888
14068,7831.636334044639,7816.488099874555
753,1019.1438184541083,1029.5900222111852
739,758.8862277833365,806.7514706062711
597,557.7695985819216,588.3564831230581
5995,4721.147749062903,5267.899490359801
790,697.6500852167113,742.402333999475
767,806.4742329075466,822.3539773383965
1148,1445.6862505047407,1656.6211545494891
14948,14679.207066901305,14683.24658559582
2012,3163.9186255167647,3012.4445925244363
447,421.37957878779946,516.9663341549357
2404,2639.885444247322,2879.027884670603
961,1056.6333858803696,1051.7995356814188
2746,2806.138783467424,2829.5872527051083
4333,4447.265921738573,4668.2082798248675
4336,3218.65129363273,3128.531420742124
4466,5736.320032435807,6246.008516411591
639,909.1426836980667,940.3488176109779
5008,5118.783823918036,5639.850965747102
2985,2884.456221775514,2908.2446129829054
4617,4865.715923534948,5668.916349998154
645,727.466114741638,799.0492428613333
4484,4690.177756619829,4744.333252602986
802,685.6657992853575,767.8681651495004
3839,3208.9099996128703,3121.1321301930725
723,715.4045387917467,755.7998249518378
18252,15445.964852736557,16699.741534616733
8550,9180.736083346115,8189.552708018786
1666,1345.2543799391872,1483.7346486342074
4959,6019.23549296415,6133.461972077355
702,615.1508040550506,656.5894135904477
5757,3845.552728309891,4022.393760355605
5919,7569.005477321042,7462.9673217620675
3153,3637.178169268316,3659.399158948385
773,744.6558420935146,803.2782059071634
2743,2523.6529040558216,2548.0247518397064
698,645.8475647347234,674.905779468163
992,1120.721662405631,1062.3760472859367
18215,15349.073208699006,15108.304249815226
5040,5840.184421016196,4667.9124646375185
462,691.7604098783017,707.0374248869911
5650,5098.154977701863,5757.613669685307
645,728.0777215034079,799.0492428613333
489,675.9441148469341,732.5858928425849
3013,3005.624651591993,2893.6940708768043
2617,2703.452050981902,2769.7828902458486
10641,4888.089116375482,5396.801192333923
918,711.0722002248838,767.8681651495004
803,766.3586672117539,782.9891034590469
4242,4985.49424912038,5325.33332327266
2853,3160.8439500450504,3071.768165038943
4708,6756.163115762525,6868.2658102592495
5461,5184.611164807698,6108.721501139795
4704,8369.537782009218,8246.695038690972
4519,5682.894217735287,6006.882630014881
9633,6991.726952217194,6953.242379668041
12084,10361.75238228998,10905.093388998324
3318,3329.464544462455,3102.5110928717404
6770,9354.759736900314,9581.315925716002
898,878.5935918365464,883.8290093138515
2693,2521.7788062771738,2695.890662626823
978,1637.202420280966,1825.4136335291273
12948,8731.490079738302,8915.323226433718
7602,4807.487859587568,5565.788005006537
6800,6214.152603949791,6666.173367027063
3145,2602.8689816463975,2652.9836838374476
4843,4880.933329679633,5820.256200529197
4375,6860.877179742625,6621.9110332761475
7280,5440.875303839912,5878.510969878524
886,629.144398157486,701.6901978080472
1400,1124.1238025744783,1005.489817731335
2072,2330.073486219375,2382.672166562368
5996,7694.874819215469,7347.4720189848085
2401,2661.307187683638,2686.0067412117924
10483,10802.429957572633,10741.300074693876
917,1012.8477826793503,1000.2434988677528
507,692.0805994605971,756.3482599898092
682,1075.2294548026373,1062.3760472859367
4084,2268.913439335415,2248.7051809514405
1716,1468.4907958521399,1681.3184194366802
709,612.5194693861615,671.5402609074339
8840,11734.37921703286,12213.493386657783
3279,3507.603586651374,3267.330152345091
4989,9206.206027174403,9268.1095473646
2100,1627.8049678935483,1726.0061170847398
1195,1992.3939031512318,1920.4165920580888
6742,6682.676499560901,6837.583984364231
895,935.7889324873746,841.5031531555126
6662,10896.823308029288,11261.037002477484
4065,4560.700023668741,4491.720842090135
2163,2776.975072286698,2861.6568268709143
7550,5918.907268468299,6159.140942734627
7666,6163.01183500004,5478.563295116003
3862,5569.3203517617,4928.85211321866
5050,5998.492783240728,6182.456875675168
912,943.7027105176785,930.7774540034219
3990,3580.5382292458785,3605.853366683389
4838,5636.115816589136,4611.487101582584
4543,4772.355165399293,5373.168823484598
737,616.9738831353983,661.3711249398626
4743,4812.129499640663,4933.784097139678
12308,10271.859168080757,10704.009922415386
1356,1587.26558190008,1628.717984274892
1838,1360.3228941777115,1491.9163910555199
412,565.9529665837084,639.7549899593666
620,580.6629692121246,641.6325757520382
9127,8234.190741932385,8011.8871583057735
2959,2558.8022824983896,2610.6383938327085
12687,16245.142199955357,16294.82515049804
3066,3137.8788427863383,3012.4445925244363
5373,7169.535889601272,7610.97326082446
512,631.1576435279969,610.6945909698029
16955,16350.414208800938,16069.63998686472
4276,6541.3501176462305,6837.583984364231
2757,2561.077012956058,2623.7416393677154
684,641.831708081045,688.9588300333781
698,1006.5850386938511,979.8819352223352
2137,2574.695017369804,2759.045063716299
596,759.6161731799297,761.6806117093723
10129,10189.137241911449,10989.702359302437
942,682.1937473794552,769.745750942172
1250,1107.0590445675305,1062.3760472859367
4513,4931.331830442313,5564.22160888436
2199,3899.972768516655,3983.6984631562905
7594,5871.387523839866,6517.346755160897
924,685.0296947524449,740.3965299648469
12196,14793.399643156981,14220.659297381882
2121,2343.085159924585,2428.7888029988385
5376,4051.188720563965,4272.1715126719455
1284,1353.3099916596666,1515.0921960037176
6458,5607.8891158850465,6246.008516411591
1052,1458.4256568631483,1496.678364567507
830,658.3906730735399,695.3256710679481
1295,1000.2478501738622,965.032182320301
4842,5822.86778709088,6533.369913545385
646,568.4316424701314,594.6841310624678
1678,1439.154767060374,1596.5222746528186
5696,4876.3833926115285,5716.918082776291
1636,1437.6965640754227,1598.7262144778656
6322,5960.3648094166665,6116.886533400267
6108,4939.047786394483,5768.511958748945
1243,1041.8916974780832,1051.7995356814188
2833,2602.6063707063904,2688.349201901248
556,529.4976743991609,618.1814326618099
1081,1104.660544003879,1008.42775843363
596,773.9842243938615,792.8055446159369
17433,14964.146256540767,15092.30848423171
4870,6930.740644068733,6369.081163136638
4184,4450.7387946543095,5085.157336311187
648,733.3035328086089,779.5158387599391
7909,6566.074676431092,6221.181763815572
3179,2984.9502239145563,2831.591117440902
3265,2546.966641198109,2621.399852143839
5929,5307.662608204423,5809.849367456718
13771,9165.257195636807,9109.817601040468
4036,4448.9248110555955,4875.18979434988
6922,7891.13089107132,8024.180064803926
12754,9538.44262383667,10116.502008933914
644,964.1399540879163,904.5343367877215
5022,4796.820035410217,5646.012872563785
6306,10853.910089297013,11213.774815564515
911,650.4439909041545,726.4506039745127
1154,1520.216603178395,1577.104747963605
2141,2045.0601033013802,2034.9692464891307
1723,1678.1280426018955,1791.0454768380314
6255,5486.645549202252,6147.5683592952855
4547,3873.315259856081,3886.203050311926
2130,1923.7760091044127,1951.3985750017387
1114,759.4947468526373,806.7514706062711
4543,4501.01761786305,5096.254977468556
4338,4589.045541979776,5050.764491729945
956,661.691997522954,758.2258457824807
447,606.4030496914004,653.0123754572753
1007,1017.0346271512691,979.8819352223352
1333,971.7492463263902,960.0584304461452
16462,15076.630598057973,14822.216551402938
633,531.6590414874343,617.3548224858248
7243,6565.102107648765,6589.0306639967
764,651.8601401095157,742.2741157575184
523,645.7642853018604,635.4549971362684
707,701.7442545390151,767.8681651495004
2657,2585.0352439963763,2668.134708622588
2859,3411.82706912441,3268.5299700441733
7805,4970.891550577275,5785.412378936298
810,840.400379105122,829.1673574051717
1976,1749.7855295582908,1677.3615508125554
5548,5885.895683258144,5839.465186019752
7100,12173.741262195284,12076.247250190932
702,750.9343516495946,806.7514706062711
5535,6877.665008913733,6953.242379668041
3356,3793.981727022965,3485.7627117144443
7286,5861.126608009098,6246.008516411591
1264,1402.707071827177,1633.960956439744
3511,4046.9255834015535,4394.343774114598
3692,3052.0447631912366,2945.622151743674
574,771.684441262442,808.6290563989427
8176,11408.413651141262,11536.39628863895
626,862.3734854306645,839.0068007260462
3419,2409.9262011496326,2398.744094466931
4477,4889.39260773115,4976.297250130743
906,797.9555045913323,808.4080513480623
5421,6070.347909679428,6546.356913212737
3122,2795.3210957238834,2720.446055097714
10659,9866.453624247708,10444.642747484453
3846,4939.595270304549,5712.215822338321
3465,4985.449767038621,5836.534008585497
772,1064.6591698170253,988.7017635227998
11146,11426.269999476412,11887.245392053752
4092,4055.0023971768615,3855.6024945660693
7426,7384.94290037598,6874.994126993777
1063,818.0653840151383,832.2376862486018
9961,12116.987293856782,12145.708185216135
1668,1518.9746618645727,1724.3401811918432
13225,10421.26080268447,10430.281430978232
9680,5425.69940719161,5704.653915885619
6098,6724.631162383893,6726.785561820834
4707,4035.717454048059,4172.6851748002655
2867,4675.82560781111,4325.709207353687
2189,1769.0550831909072,1796.4117611668344
552,605.0599945663148,635.266360619997
4158,4578.591433138343,4942.449928226015
11514,12144.168736742058,12290.832516099688
1236,1524.373457900213,1703.9786175464253
3551,3065.1358872482324,2961.504640852794
4435,5586.834954011608,5825.555207335915
6041,8351.581261897203,8025.680685254482
4388,4729.247688054692,4645.146460617342
583,784.8686222255685,808.4080513480623
904,957.7144701167757,891.5343846587778
7695,12242.3076122,12246.157767181983
7613,5817.3309026023435,6105.19573032155
440,497.7383473097631,527.1858258235657
7114,4791.946491095701,5718.015457575208
8724,6250.620578946615,6596.857435137566
4634,4186.9774088083,4480.120635244701
5445,6247.88170492777,5605.761975618993
7222,7385.874264454423,7338.8926628211275
593,694.7318250012236,767.8681651495004
1787,1472.3250216865997,1724.3401811918432
2513,2721.2099556558987,2823.014658643558
4128,4171.381293787077,4273.691957579833
2243,1621.680047439663,1662.8296490808777
1286,1472.393742347481,1492.7291485425894
7159,6281.745747312587,6556.345011108458
1326,1026.692372434599,1009.2284585657677
969,1338.8316610060751,1442.56721668174
2830,4941.639126499144,4915.508659775364
849,990.9391865973647,965.032182320301
668,930.059929534053,940.3488176109779
7086,9774.357115044966,10968.351461681606
4805,4691.513999201786,5267.9456838208935
8430,6273.035951825689,6610.086467341744
17916,15632.385445993092,15336.409328852684
2316,2755.2418787549577,2887.4468822922777
1359,1754.000734614659,1827.866303303106
5418,5458.593982513328,6211.665575107974
670,649.9064216186911,706.794057083945
1134,1049.6977096112996,999.4700325214359
1153,959.5519339523908,947.7872233759091
7014,5399.513436612268,6139.403327034814
4391,5981.211667120116,5999.336553585572
3145,3343.3524466461645,3153.8039058486293
2111,1487.682518043408,1706.9583723765757
477,620.5789395274985,661.3711249398626
3794,7179.140800790581,7538.928937984652
5678,5718.786431765123,5249.927132525535
5199,5245.486014206759,6015.784681053696
10217,8974.988095138344,10197.073642673438
3078,3408.732235876018,3163.5471533257223
17600,14644.386617292736,14497.713186246803
523,700.5601578399398,766.2724862430642
2056,2510.29599061832,2515.0441923027024
16628,10163.01988533992,10613.034621805842
6272,4900.185638392801,5644.892501268278
2210,1798.9439107632843,1903.0347832428213
9815,5011.703174218119,5439.935541350829
2177,1657.8347132525332,1786.6508161928539
8112,6066.552969111564,6378.375013363076
18398,14918.278999648994,14771.341555625184
8138,11829.970868518927,11536.39628863895
1096,928.7453090106255,919.9872539655603
2305,2425.7965005955452,2351.3206828040047
921,1030.6864869613044,991.8064626851858
3690,5953.645883674064,6147.5683592952855
625,642.74026187086,693.4627361451928
733,738.5128786764509,806.7514706062711
1229,1554.6656098422704,1724.3401811918432
15919,14781.746583781429,14759.111283611566
8048,12897.302202759052,14067.911089050922
914,679.971135000504,726.4506039745127
457,618.743895022834,610.6945909698029
6438,7765.707920519311,7428.951535098306
942,700.7980059463634,799.0492428613333
2545,2884.1252138141977,2861.6568268709143
3718,4091.253768762143,4282.244197163203
1134,2182.2922715892787,2144.0377106713186
9552,10367.648025252542,10865.738287567972
6373,5317.913391465786,5969.323803918352
4633,5342.445819147751,6130.124209814585
3622,3377.796002366112,3210.008030461067
2106,2429.2691631485404,2491.4293183566747
828,698.4321748739586,767.8681651495004
9443,11217.991263338055,11677.400678595304
6221,4765.357193759873,5523.263321281608
3723,3890.872476879298,4028.4428324281907
6073,4554.162109000022,5202.753769832558
3990,4478.536860879244,4378.877043486571
1132,1461.8861828660026,1594.4865567788725
983,914.6499148809409,924.8471138986934
493,680.9560935611506,742.402333999475
8355,6224.907438927962,5923.469425674105
539,650.132943568762,701.6901978080472
450,644.0397902401431,697.0939506275305
1963,2894.500447853873,2961.504640852794
2117,1736.5658929377066,1851.6901759461455
1056,901.8282609196693,873.1012526350758
4832,5327.166905818953,5477.750695162483
898,1017.2353278314075,995.2797273842936
5924,7719.896265505326,7269.8835625280735
10623,9848.142351223798,10324.284082093207
1653,1611.873439252053,1648.2166495640472
7280,4924.344593972285,5416.644900520304
1383,1520.6217456135676,1601.3193802641842
520,610.6911120938266,654.9835551864736
720,928.0732123724656,831.9317895479566
11560,9593.287905048945,10184.883063369383
508,652.0888757967098,734.029688930277
1613,1668.3031135494425,1724.3401811918432
1238,1002.2439757525966,1039.1613858187409
840,687.6977399308328,742.402333999475
2464,2487.383363638954,2656.573976560327
752,707.1959436878226,722.7973062526016
432,563.4938094654543,639.7549899593666
12883,15718.176051840788,16070.32852369933
4538,4767.127164319754,5580.007164762857
7824,7711.835107964745,7793.492451586105
649,881.9976696539146,839.9575574430332
3097,3254.4127032381557,3135.226484727357
3787,4141.906022814602,4291.708653635371
764,667.1501832866072,740.3965299648469
3853,5289.79950724238,5671.7618647942045
2125,2036.2832365408008,1887.110135624756
2110,2769.8227550506954,2848.1301962257817
1813,1549.9454940095072,1703.9786175464253
5494,5564.041852314761,6215.326690516572
10085,12018.864570279144,12684.49250556054
871,670.6118376445834,740.3965299648469
480,577.6856164767057,565.9148126443295
4515,5250.88721876525,5974.032008909594
1079,999.8190379859892,970.3105716147792
1438,1373.5174989775162,1570.9352675637256
1692,2053.3282004424714,2052.351055304398
8291,10179.861931526708,10871.395766436923
5139,4976.2917643722285,5070.042472163411
4242,4763.733609555071,5651.453514212917
653,906.325501806392,930.7774540034219
4672,4492.21168108618,4940.665776663162
1056,1040.7372701836755,1039.1613858187409
764,672.9413414264221,756.3482599898092
2066,1466.7367036174348,1706.9583723765757
1243,1039.7066885936824,1031.437972036001
4186,4003.4523696369038,4012.6122663850783
4637,6563.00474096721,6459.985147109115
3429,2685.4483627861828,2840.34833512124
3549,6087.266362797,6531.140282109606
2970,4615.675905970567,4854.159149705459
4441,4041.2836355325685,4185.960247997641
3012,2952.2060279969496,2854.0743283795723
4232,4780.003634744275,4994.519857110233
713,733.9323782303265,785.103316870999
3951,2533.829135337252,2624.222437994906
7660,7220.620202307849,7164.043627074775
752,752.3887265591973,806.7514706062711
891,1003.0955375370052,979.8819352223352
9333,7162.299994925011,6945.675973216338
3361,2473.4774640682967,2604.655841558686
466,741.9316628970842,799.0492428613333
1793,1473.9610420260785,1703.9786175464253
14283,11442.102339793599,11556.327175492506
12958,10390.117933689047,11073.369786946156
824,1071.7989510128098,1051.7995356814188
3809,3576.561361777185,3450.2702253198972
18493,13839.531366318859,14628.767190341761
1441,1029.160113965257,988.1080089160675
1993,1615.8517594172222,1724.3401811918432
2761,3508.9862786897147,3214.120201171181
1899,1814.1667835776138,1903.0347832428213
1212,1677.074045025701,1834.308367130878
1882,1445.534393061007,1623.733372209794
594,720.2597714735496,741.954616798542
5646,6354.116763709315,6376.384197476425
696,921.4590209328904,882.0323881014787
666,914.4782245810829,881.5049723657453
13163,10085.130253529129,10659.644856127763
13587,12834.137255790218,14912.818141516309
9335,7268.838679936555,7469.799856896055
3204,4961.169013260767,5623.648175004652
2079,1696.9706847401687,1786.6508161928539
644,859.3137269861254,749.1203485276594
2479,3012.737827490822,2992.0830288790185
13161,10904.05504184805,11310.027637313106
4644,2418.9585334508133,2458.345697420939
16778,16111.819696228202,15567.817023042355
496,645.3473956306791,715.6361237983814
4242,4834.524745251601,5584.130193142873
816,671.0013976681754,742.2741157575184
383,670.4955867877464,699.5980466426636
5559,5114.074550582834,5702.303130482967
1237,1366.5926414330293,1488.4772756753387
4684,5311.091828188029,6139.403327034814
1290,891.5882634755978,887.8925421191342
6906,4965.79909591667,5539.944598236532
965,750.4487155827679,806.7514706062711
4154,4836.4481708378935,5288.733147518846
13787,11780.543762175683,11625.917459719472
4778,6353.187619146139,6260.106399838484
1579,1554.318133672538,1681.3184194366802
4102,4003.765588314667,4058.2213749471834
1867,1462.5697462648716,1638.9337349302486
4238,4776.017938725098,5156.8691107585355
13395,14121.796450050366,14817.125423356776
1863,3468.882458550378,3187.954570973835
8299,10527.53396048228,11362.12032665879
530,456.6817416244332,596.2679140436184
2915,3390.014299700013,3230.369594106485
1662,1557.2275090679516,1724.3401811918432
7934,5639.393800910295,6246.008516411591
625,639.598963784643,677.9278306608229
4853,2665.194693794745,3580.980638950675
746,951.1293951520071,990.6721352601968
596,776.156819468548,806.7514706062711
6112,10472.207775451445,9412.642445949532
2980,2080.1911570370353,2194.4906126730357
1402,1346.697360031255,1562.753525142413
955,930.4951023376813,940.3488176109779
1749,1515.330956407918,1706.9583723765757
802,650.0830303879252,700.3637665611489
4401,5507.528144249131,5728.876149785971
1662,1627.8294659345422,1724.3401811918432
4928,5351.693823750262,6125.151802875184
6426,5928.292806326438,6364.581486414367
827,967.3811437893359,907.6021549543015
15845,10835.381672819203,11134.822250536738
3431,2606.7286468189504,2825.994413473708
4190,4830.709029399526,5083.727987870601
485,482.11569867891546,602.3834593482377
6279,6866.837025229753,7146.920246558795
6542,5137.120494990362,5836.298965611777
578,717.6794869597654,799.0492428613333
6085,7000.86240466303,6498.9325820240265
1828,1941.9075031462148,1920.4165920580888
854,713.4252500944019,761.3409497237748
6416,5146.558699612426,5738.006270618564
794,864.3124335799678,839.0068007260462
18439,14734.734048438362,15153.609362786796
2156,2238.5304001734066,2267.2432886326023
1272,1587.5830830227699,1594.4865567788725
3640,4805.6683158741835,5313.1552773685025
1332,1855.718412498097,1900.055028412671
9519,10002.384940965192,10372.49306460999
1949,1814.4078048245713,1863.2342019475964
2329,2725.8667567995126,2910.2271917430985
4318,5390.27106412256,5671.178213506759
16512,14411.458649597398,15192.06434603944
3261,3016.4956124369796,2930.8370245268866
594,751.4140020720027,808.6290563989427
839,1064.3018266559357,1002.1093265863827
7223,6724.390009127171,6360.614482056243
14970,15738.804445441945,16160.429166102043
8040,13550.055860345417,14567.863711479038
8060,5855.658638323277,6095.225429720036
1094,1590.582593716699,1724.3401811918432
1605,1422.494367339965,1598.7262144778656
1259,1705.9435783449264,1786.6508161928539
814,641.4571054782954,697.0939506275305
625,650.7057058839325,688.9588300333781
6268,4853.584372499194,5478.575281994258
737,984.7881329889083,939.6968668007275
15568,11013.163480885243,11294.976593625897
1842,1430.8743685396912,1652.7751133699498
3640,4541.339119662962,5067.0629987424645
1040,1047.9347039004215,1044.9942384706692
18186,14966.91435195367,14715.37367658146
1367,1073.5196080359144,1051.7995356814188
2317,2507.8140447372007,2677.8824683100015
1950,1250.9307048609066,1209.8565615387263
825,744.5015171673609,799.0492428613333
3746,4053.6167784460667,4195.152172877162
1061,1014.8324417550986,996.2754420229962
2557,3046.582689999288,2993.7771306024974
2012,3112.2954937770287,3012.4445925244363
1050,955.0546813986285,920.9502750524671
4527,4181.551269300339,3958.7662154546992
12392,14967.77029851327,14979.169458067941
2203,1443.20754027776,1656.536662987898
6017,7068.84320278792,7186.0166487952465
1563,1436.6190674102963,1596.5222746528186
9344,9790.980971018693,10601.284739980229
15348,11017.61820611998,11290.09675045955
814,634.5422579759392,701.6901978080472
5809,5777.885155369272,5346.482978704961
2513,2507.280582523344,2575.5767732386093
6236,7379.38599490817,7263.064296724008
571,621.4055469054048,634.1936432767352
702,739.2234820044174,757.1388936649637
736,976.4416385083069,990.6721352601968
3640,4481.967246752158,4914.827886991404
4117,3439.7526407310665,3276.4504659817717
720,759.981279495659,759.0861346875123
1279,1382.6486209582529,1538.3269259481995
844,602.4622790222644,659.3999452106643
1323,1046.732559916699,1051.7995356814188
945,768.4622573440932,806.7514706062711
1662,1711.2038600722578,1719.3826219857208
1363,1432.679636225861,1598.7262144778656
1264,1123.435577952611,1019.3542855307743
5656,4855.77986873746,5305.0593408462055
1637,1818.6419217845717,1851.6901759461455
4413,4799.111995304537,5625.504064235597
4632,4928.5928564014375,5084.800604109141
502,614.8529774239978,603.147106493533
1433,1959.0846357876621,1911.1154395390424
6274,5390.93182917415,5953.670445264176
754,1090.6415813595004,1006.8519536275141
15466,10513.7704820002,10963.725711646397
5085,4958.257279455814,4823.162197494442
2528,2480.9318616710166,2575.5767732386093
1317,1442.0585609454845,1602.6571794530369
1799,2772.0014548581817,2756.9887799702365
4179,8038.463281124897,7970.441141992981
3369,3128.7932733739317,2927.2494944602145
6664,4877.809123157796,5501.66007135459
477,711.5693390939252,767.8681651495004
11355,13969.263955946044,13390.54353399771
1209,1875.9370491171642,1903.0347832428213
628,728.8930889962209,785.103316870999
884,843.8344439433495,825.060874735712
8631,8609.901561428413,8458.241492820913
7593,5618.6784326071565,6147.5683592952855
511,680.9560935611506,742.402333999475
4849,4049.669010584684,3888.26559818134
561,703.9939959439615,750.5051192653267
463,740.1821549071319,725.5778113640281
3989,3705.01188366196,3769.4392842555644
5554,11141.235423375456,10156.311267701758
2131,2175.9763312362193,2124.728730500404
9540,7898.96514012335,7762.810625691086
13157,9856.34775402037,10779.226945503926
3199,4771.390418105195,5642.384137805386
6909,4922.897658297277,5076.506548178398
659,1041.000722036557,979.8819352223352
601,773.3056973751792,810.2856371407338
8644,10408.175056622536,10436.925654972505
18107,12842.626795816082,12728.017332813204
1975,2569.4965161746027,2608.9638007941858
10662,14581.427644549258,14175.017186970594
4514,4264.524755990747,4404.868911625968
5382,6564.849562932006,6845.856508931469
1978,2155.1484911177026,2270.252602245958
827,1012.8271449299688,1000.2434988677528
3405,2686.0199307119296,2867.08531864686
4066,5896.305304091278,6751.902947908303
1046,1616.3633538296672,1703.9786175464253
15601,12309.605576820364,12604.47056462585
3749,5025.672937627874,5674.63711557782
1125,1020.6821564708465,962.4680559761717
863,664.4177235596184,740.3965299648469
912,894.1696979470521,878.3883676647195
1963,1761.2004810121755,1831.3286123007276
641,614.2824470413079,675.6033603946834
9730,11255.942642016067,11261.037002477484
918,804.4237981076419,760.9637204801838
683,977.77318174936,947.7872233759091
5562,6660.248276353698,6726.785561820834
1174,775.6650513031802,806.7514706062711
593,701.3242904463676,738.2185025988239
2595,2114.598859149076,2074.660138702841
8316,9714.098742248503,10091.474949927111
1576,1573.5563700228242,1720.8669164927353
16147,16268.555733761,15607.976653654308
