SalePrice,LotArea,OverallQual,MasVnrArea,TotalBsmtSF,GrLivArea,FullBath,GarageCars,Fireplaces,WoodDeckSF,OpenPorchSF,KitchenQual,Age,RemodAge,SaleCondition_Abnorml,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,SaleCondition_other,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None
40000,8500.0,4,0.0,649.0,1317.0,1,1,0,0.0,54.0,1.0,90.0,60.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
149350,8544.0,5,0.0,1228.0,1228.0,1,1,0,0.0,65.0,2.0,44.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
179900,11049.0,8,0.0,1234.0,1234.0,2,2,0,0.0,30.0,2.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
165500,10552.0,5,0.0,1398.0,1700.0,1,2,1,0.0,38.0,2.0,51.0,51.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
277500,7313.0,9,246.0,1561.0,1561.0,2,2,1,203.0,47.0,3.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
309000,13418.0,8,132.0,1117.0,2452.0,3,3,1,113.0,32.0,2.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
145000,10859.0,5,0.0,1097.0,1097.0,1,2,0,392.0,64.0,1.0,16.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
153000,8532.0,5,650.0,1297.0,1297.0,1,2,1,0.0,0.0,1.0,56.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
109000,7922.0,5,0.0,1057.0,1057.0,1,1,0,0.0,52.0,2.0,57.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
82000,6040.0,4,0.0,0.0,1152.0,2,0,0,0.0,0.0,0.0,55.0,55.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
160000,8658.0,6,101.0,1088.0,1324.0,2,2,1,0.0,138.0,1.0,45.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
170000,16905.0,5,0.0,1350.0,1328.0,1,1,2,0.0,104.0,1.0,51.0,51.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
144000,9180.0,5,0.0,840.0,884.0,1,2,0,240.0,0.0,2.0,27.0,27.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
130250,9200.0,5,0.0,938.0,938.0,1,1,0,145.0,0.0,1.0,35.0,30.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
141000,7945.0,5,0.0,1150.0,1150.0,1,1,0,0.0,0.0,1.0,51.0,51.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
319900,7658.0,9,412.0,1752.0,1752.0,2,2,1,196.0,82.0,3.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
239686,12822.0,7,0.0,1434.0,2149.0,1,2,1,168.0,43.0,2.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
249700,11096.0,8,0.0,1656.0,1656.0,2,3,0,0.0,146.0,2.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
113000,4456.0,4,0.0,736.0,1452.0,2,0,0,0.0,0.0,1.0,90.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
127000,7742.0,5,0.0,955.0,955.0,1,1,0,0.0,0.0,1.0,44.0,44.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
177000,13869.0,6,0.0,794.0,1470.0,2,2,0,0.0,75.0,1.0,13.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
114500,6240.0,6,0.0,816.0,1176.0,1,2,1,112.0,0.0,1.0,76.0,60.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
110000,8472.0,5,0.0,816.0,816.0,1,2,0,106.0,0.0,1.0,47.0,47.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
385000,50271.0,9,0.0,1842.0,1842.0,0,3,1,857.0,72.0,2.0,29.0,23.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
130000,7134.0,5,0.0,384.0,1360.0,1,2,1,0.0,50.0,1.0,55.0,55.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
180500,10175.0,6,272.0,1425.0,1425.0,2,2,1,0.0,0.0,1.0,46.0,46.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
172500,2645.0,8,456.0,970.0,1739.0,2,2,0,115.0,0.0,2.0,11.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
196500,11645.0,7,0.0,860.0,1720.0,2,2,0,0.0,70.0,2.0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
438780,13682.0,10,1031.0,1410.0,2945.0,3,3,1,192.0,0.0,2.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
124900,7200.0,5,0.0,780.0,780.0,1,1,0,196.0,0.0,1.0,38.0,38.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
158000,13072.0,6,0.0,1158.0,1158.0,1,2,0,0.0,50.0,2.0,6.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
101000,7200.0,5,0.0,530.0,1111.0,1,1,0,0.0,0.0,0.0,90.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
202500,6442.0,8,178.0,1370.0,1370.0,2,2,1,120.0,49.0,2.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
140000,10300.0,7,0.0,576.0,1710.0,2,2,0,12.0,11.0,1.0,89.0,60.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
219500,9375.0,7,573.0,1057.0,2034.0,2,2,0,576.0,36.0,2.0,13.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
317000,9591.0,8,344.0,1143.0,2473.0,2,3,1,192.0,151.0,2.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
180000,19900.0,7,287.0,1947.0,2207.0,2,2,1,301.0,0.0,1.0,40.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
226000,10665.0,7,167.0,1453.0,1479.0,2,2,0,144.0,29.0,2.0,7.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
80000,4608.0,4,0.0,747.0,747.0,1,1,0,0.0,0.0,1.0,65.0,60.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
225000,15593.0,7,0.0,1304.0,2287.0,2,2,1,0.0,21.0,1.0,57.0,57.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
244000,13651.0,7,1115.0,2223.0,2223.0,2,2,2,300.0,0.0,1.0,37.0,37.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
129500,7599.0,4,0.0,845.0,845.0,1,2,0,0.0,0.0,1.0,28.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
185000,10141.0,7,40.0,832.0,1718.0,2,2,1,0.0,94.0,1.0,12.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
144900,10200.0,5,104.0,1086.0,1086.0,1,2,0,0.0,0.0,1.0,56.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
107400,5790.0,3,0.0,840.0,1605.0,2,1,0,0.0,0.0,1.0,95.0,60.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
91000,1596.0,4,0.0,462.0,988.0,1,1,0,120.0,101.0,1.0,37.0,37.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
135750,8475.0,4,0.0,952.0,952.0,1,1,0,0.0,0.0,1.0,54.0,54.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
127000,8635.0,5,0.0,672.0,1285.0,1,1,0,0.0,0.0,1.0,62.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
136500,10778.0,4,0.0,1768.0,1768.0,2,0,0,0.0,0.0,1.0,42.0,42.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
110000,10440.0,5,0.0,440.0,1230.0,1,2,0,74.0,0.0,1.0,100.0,29.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
193500,13000.0,6,576.0,896.0,2142.0,2,1,1,0.0,72.0,2.0,42.0,42.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
153500,4500.0,6,443.0,1237.0,1337.0,2,2,0,0.0,199.0,1.0,12.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
245000,10206.0,8,468.0,1563.0,1563.0,2,3,1,144.0,99.0,2.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
126500,8892.0,5,66.0,1065.0,1065.0,1,2,0,74.0,0.0,1.0,50.0,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
168500,8530.0,7,22.0,384.0,1474.0,2,2,1,120.0,72.0,1.0,15.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
260000,16059.0,8,284.0,1288.0,2417.0,2,2,1,127.0,82.0,2.0,19.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
174000,11911.0,6,0.0,684.0,1560.0,2,2,1,100.0,38.0,2.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
164500,3951.0,6,76.0,612.0,1224.0,2,2,0,0.0,234.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
85000,8470.0,3,0.0,1013.0,1526.0,1,0,0,0.0,0.0,0.0,95.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
123600,8070.0,4,0.0,990.0,990.0,1,0,0,0.0,0.0,1.0,16.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
109900,7200.0,4,0.0,0.0,1040.0,1,2,0,0.0,29.0,1.0,60.0,60.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
98600,8500.0,5,203.0,1235.0,1235.0,1,2,0,0.0,0.0,1.0,49.0,49.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
163500,13360.0,5,0.0,876.0,964.0,1,2,0,0.0,0.0,1.0,89.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
133900,7200.0,6,0.0,1214.0,2291.0,2,2,1,0.0,0.0,1.0,100.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
204750,9337.0,6,0.0,824.0,1786.0,2,2,0,0.0,162.0,2.0,13.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
185000,9765.0,6,68.0,680.0,1470.0,2,2,1,232.0,63.0,1.0,17.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
214000,10264.0,7,183.0,1588.0,1588.0,2,2,0,158.0,29.0,2.0,11.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
94750,10921.0,4,48.0,960.0,960.0,1,1,0,120.0,0.0,1.0,45.0,45.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
83000,10625.0,5,0.0,458.0,835.0,1,1,0,0.0,0.0,1.0,90.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
128950,9320.0,4,0.0,950.0,1225.0,1,0,0,352.0,0.0,1.0,51.0,51.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
205000,10603.0,6,28.0,1610.0,1610.0,2,2,2,168.0,68.0,2.0,33.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
178000,9206.0,6,336.0,741.0,1732.0,2,2,1,192.0,46.0,2.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
118964,7018.0,5,0.0,0.0,1535.0,2,2,0,0.0,0.0,1.0,31.0,31.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
198900,10402.0,7,0.0,1226.0,1226.0,2,3,0,0.0,36.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
169500,7758.0,7,600.0,1040.0,1818.0,1,1,2,0.0,0.0,1.0,79.0,60.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
250000,9375.0,8,768.0,1053.0,1992.0,2,2,1,140.0,45.0,2.0,7.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
100000,10800.0,4,0.0,641.0,1047.0,1,1,0,0.0,0.0,1.0,125.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
115000,6000.0,5,0.0,789.0,789.0,1,1,0,0.0,0.0,1.0,62.0,60.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
115000,8500.0,5,0.0,793.0,1517.0,2,0,0,0.0,0.0,0.0,91.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
190000,11751.0,6,480.0,1844.0,1844.0,2,2,1,0.0,122.0,1.0,33.0,33.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
136900,9525.0,6,0.0,994.0,1855.0,2,1,0,182.0,0.0,1.0,56.0,38.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
180000,7750.0,7,0.0,384.0,1430.0,2,2,1,180.0,0.0,1.0,10.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
383970,9965.0,7,220.0,1264.0,2696.0,2,3,1,120.0,184.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
217000,21000.0,6,184.0,1809.0,2259.0,2,2,2,166.0,120.0,2.0,57.0,57.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
259500,7259.0,6,0.0,1028.0,2320.0,2,1,1,224.0,0.0,2.0,65.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
176000,3230.0,6,1129.0,729.0,1458.0,2,2,1,0.0,32.0,1.0,11.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
139000,11616.0,5,116.0,1092.0,1092.0,1,1,1,0.0,20.0,1.0,48.0,48.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
155000,8536.0,5,0.0,1125.0,1125.0,1,2,0,80.0,64.0,1.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
320000,12376.0,7,0.0,1673.0,3222.0,3,3,2,367.0,0.0,2.0,20.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
163990,8461.0,6,0.0,728.0,1456.0,2,2,1,0.0,24.0,2.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
180000,21453.0,6,0.0,938.0,988.0,1,2,2,0.0,130.0,1.0,41.0,41.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
100000,6060.0,4,0.0,732.0,1123.0,1,1,0,0.0,0.0,1.0,71.0,60.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
136000,9464.0,6,135.0,1080.0,1080.0,1,1,0,0.0,0.0,1.0,52.0,52.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
153900,7892.0,6,0.0,1199.0,1199.0,2,2,0,0.0,63.0,2.0,17.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
181000,17043.0,6,0.0,1362.0,1586.0,2,2,1,192.0,0.0,1.0,31.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
84500,6780.0,6,0.0,520.0,754.0,1,0,0,53.0,0.0,1.0,75.0,28.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
128000,4928.0,6,0.0,1078.0,958.0,2,2,1,0.0,205.0,1.0,34.0,34.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
87000,4388.0,5,0.0,672.0,840.0,1,0,1,0.0,0.0,1.0,80.0,60.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
155000,7590.0,6,266.0,660.0,1348.0,1,2,1,188.0,108.0,1.0,44.0,44.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
150000,8973.0,5,85.0,1008.0,1053.0,1,2,0,0.0,80.0,3.0,52.0,19.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
226000,14200.0,7,309.0,924.0,2157.0,2,2,2,105.0,66.0,2.0,44.0,44.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
244000,12224.0,6,40.0,992.0,2054.0,2,2,1,24.0,48.0,2.0,10.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
150750,7388.0,5,0.0,1063.0,1327.0,1,2,0,0.0,0.0,2.0,51.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
220000,6853.0,8,136.0,1267.0,1296.0,2,2,0,192.0,25.0,2.0,9.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
180000,10335.0,5,0.0,1461.0,1721.0,2,2,1,0.0,96.0,1.0,42.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
174000,10400.0,7,288.0,1304.0,1682.0,2,2,1,98.0,0.0,1.0,40.0,40.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
143000,10355.0,5,196.0,1214.0,1214.0,2,1,1,0.0,111.0,1.0,43.0,43.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
171000,11070.0,7,70.0,1907.0,1959.0,3,3,0,0.0,0.0,1.0,22.0,21.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
230000,9066.0,8,320.0,1004.0,1852.0,2,3,2,224.0,106.0,2.0,11.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
